n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,optimal_delta,best_relative_mse
15,2.0,1000.0,1000,1166.1240147125122,1603.1380074958256,1709.3657859686728,1724.6070720500875,1797.9533175590686,1801.6541985802871,1829.915867086665,1872.9451699400713,1931.480919332534,1932.7820031030524,2167.483147539131,2191.1385112277612,2454.855720991147,2665.423267685078,2736.125453208577,0.391,0.11080716140328511
15,2.0,1000.0,1000,1110.7093206548539,1129.8731508514784,1405.9108000046263,1517.1716226715582,1571.37221952537,1591.0732149648309,1736.5738587120234,1931.4267855438206,1937.2943251956822,1988.1227917287524,2070.8875894039356,2143.3323030882602,2184.186977066758,2221.988658667846,2281.6798678588893,0.391,0.004639243030079795
15,2.0,1000.0,1000,1122.9346980140676,1185.7648377492405,1426.9952167458082,1489.5505482645463,1676.9038797859384,1700.0811921087275,1723.0111167217333,1914.983523223455,2049.137791672108,2067.2639475475967,2144.3137795473867,2199.354479607094,2447.2998801257827,2523.3822664634886,3517.4807496949534,0.221,0.047442184055943644
15,2.0,1000.0,1000,1122.4131325876253,1187.2008201996605,1511.5505563737456,1589.017339256532,1634.936458766815,1657.5656780179456,1701.648093458602,1852.7871592258575,2053.9675124121222,2169.186958684465,2198.500018173137,2390.6619141914707,2404.737891743503,2435.136726421927,2550.4733554403574,0.481,0.010387366769039274
15,2.0,1000.0,1000,1125.801479991673,1132.3051586759193,1462.4699301614783,1579.590723710856,1726.2343168678726,1733.8640125978152,1742.7137728181506,1748.6158454341899,1788.5981342925807,1972.207040485339,2021.8497780378636,2160.4718888110715,2251.526286614875,2596.9676796233566,2755.375086451426,0.451,0.0022178435773354444
15,2.0,1000.0,1000,1216.8686691636046,1233.5028081105327,1625.7409712614617,1668.3314773560426,1674.1784517845667,1715.7932623271276,1733.1526055260683,1789.6232705043108,1808.0349710830976,1848.6706922530002,2294.619696808308,2336.7043221993617,2345.358449208818,2928.2371121081264,3022.580090717423,0.221,0.0029822154151406344
15,2.0,1000.0,1000,1246.8998654780341,1343.256015558636,1578.0411072417282,1692.063232406213,1865.4345477620498,1925.7745570970305,1930.3684393112171,2045.0291314542578,2055.0715945872294,2209.6031401537603,2264.7339411420094,2300.2271348517424,2363.440127751329,2381.574215722959,2872.6226323175656,0.441,0.009720067871262904
15,2.0,1000.0,1000,1036.3675366574428,1120.915072356708,1240.9475141997766,1414.6412996659828,1426.45794724103,1627.3770997752406,1645.8618183370395,1802.5736873879532,1838.492070625671,2024.4789404133326,2276.5299146912134,2295.627478524537,2310.687441199486,2317.788270671595,2421.7294073898493,0.191,0.04368936512161371
15,2.0,1000.0,1000,1351.989399683232,1394.485322909749,1548.985647670544,1562.0035466856716,1630.9579626126388,1655.8308769065172,1664.3565202330178,1706.6425366692363,1782.308890003314,1862.467431837941,2045.9505744332225,2047.015783777836,2150.821328354695,2158.4214723859495,2197.652556762174,0.021,0.1295216590209245
15,2.0,1000.0,1000,1313.1731822887466,1350.6007867375242,1465.2896610514458,1486.9050445097998,1791.3182093182381,1836.259324835351,1905.0377639905091,2011.6101952192582,2104.052899265078,2107.1231988388663,2142.6228461460596,2222.5374038014165,2369.089614741739,2686.8804911699,2805.0366589483046,0.091,0.005330644940764916
15,2.0,1000.0,1000,1293.6437953131444,1442.0450887313973,1453.6242300309095,1553.6371616940564,1657.1583771923933,1665.8374661772823,1762.895171102533,1762.9392699941086,1773.5275637528953,1915.4303162822598,1946.3619569397288,1966.5251306083974,1985.1654236688296,2003.9850002367166,2305.9157564767415,0.201,0.12127386034963719
15,2.0,1000.0,1000,1350.0526099733336,1350.6179148006574,1401.9694823962836,1445.7971632814642,1768.3653956960184,1806.6678891243198,1819.2249830163441,1880.143488633788,2000.1675214093084,2043.2165748924024,2075.7996106925975,2161.1667835617054,2299.0827998841332,2358.179952760488,2668.524583811646,0.101,0.02540338761127931
15,2.0,1000.0,1000,1019.187057409941,1329.6907063488707,1502.7619515854835,1507.9217290133238,1561.9457171299855,1589.8217604801625,1709.1427099653788,1760.6917024309219,1839.4801398467093,1939.4329935323776,2055.147619117567,2117.910741201197,2153.8266725012027,2175.446414897431,2533.919419921277,0.561,0.02906076825091961
15,2.0,1000.0,1000,1173.2566511668674,1295.358631402722,1321.2832539909002,1476.7321909048878,1501.620841262033,1570.2311981911764,1884.1158446649495,1915.3495365485226,1921.3095200335554,1977.3143918221137,2052.958468339215,2124.1866364904695,2374.6864007418535,2518.6332915489465,2715.621738219783,0.041,0.003860791302780513
15,2.0,1000.0,1000,1107.2043591636102,1314.7401090102007,1348.3449165905138,1606.5368967871814,1642.656846837422,1795.2332158728318,1816.3042906406863,1928.3031771434078,1936.420361820744,2052.0316457028803,2059.647979862918,2254.078367713241,2304.7111714026287,2372.510470863191,2433.7817224131563,0.551,0.0012556682281069115
15,2.0,1000.0,1000,1044.440000388344,1293.5719648079205,1644.5249344125884,1652.2630228794783,1719.3110058385691,1750.155736595322,1793.8288253722417,1794.4394179632327,1805.8566164725753,1964.6826337023153,2035.2376597972511,2045.861549042629,2657.322147532047,2670.2840933970037,2854.0145091466,0.581,0.010254238704733087
15,2.0,1000.0,1000,1294.618323762572,1309.2039409574236,1366.3743418804177,1426.1415880700733,1679.722668886037,1682.2430447101183,1766.5930320305156,1779.9945112940686,1878.837741921203,2013.7528644984222,2174.314803245137,2308.6801897770983,2384.3158912243416,2387.8486842397538,2517.6888618192047,0.021,0.007649132752482
15,2.0,1000.0,1000,1044.4988550483024,1188.294302558032,1350.745667484386,1412.5025651423484,1492.0915468833423,1510.06825614724,1593.9274144560034,1824.9072277606656,1828.4319721809393,1851.40681281362,1914.4732395982728,1974.8970435039396,2149.7077169876184,2375.6534748056947,2755.71025414867,0.341,0.018136072384145392
15,2.0,1000.0,1000,1074.8332682365822,1613.6213913970753,1705.5961378751967,1782.888594949672,1909.053148973553,1941.334047410571,2009.7492608364164,2104.258070575532,2155.792701390331,2162.1058014611494,2185.9596547238825,2204.920922549729,2329.4837700487706,2639.243240279887,2729.085015778044,0.361,0.3469363562924639
15,2.0,1000.0,1000,1127.8034534263818,1333.0610031124615,1611.9672476339806,1640.709384021076,1735.5198673488953,1740.435911276175,1801.0765370273018,1876.2017073528627,1929.3620054031185,1938.8034903196417,2166.3421716805915,2213.9579369691915,2226.531598383392,2388.51930347475,2416.344393918581,0.511,0.025896110142874067
15,2.0,1000.0,1000,1239.1362995851778,1245.4150581558206,1274.0723568757576,1377.8094664405544,1463.2898268334754,1563.5914305175966,1981.977116565653,1998.459327598199,2060.9785833411092,2148.7268711071683,2156.143494998902,2266.27907282284,2487.2283690609656,2541.8870628646036,2770.51227897397,0.091,0.0034424247894390926
15,2.0,1000.0,1000,1304.6407290263385,1320.9509031141417,1468.44821450048,1507.1416692769258,1750.3015224425026,1768.656962395979,1800.092170950062,1803.6862823360616,1849.0871958444059,1917.2274262097928,1927.7313689516077,2159.78774995173,2379.531788543722,2420.2960563812476,2643.3813740663204,0.051,0.0177375360534661
15,2.0,1000.0,1000,1218.5449958009922,1517.2453967980832,1519.0103364587399,1714.337564456704,1725.7098310651338,1793.825497115584,1884.210280815006,1901.9875414636113,2112.631404329512,2168.2615446821046,2319.7649172221227,2491.3809845138603,2627.112869654221,3060.554781624483,3120.963399603012,0.451,0.030789847082916013
15,2.0,1000.0,1000,1191.9098129075542,1251.9437566794018,1472.796212903802,1489.3720752265274,1558.3017053416938,1602.0049919378484,1612.6587353718191,1636.5332812251363,1646.3780531549455,1648.411307327298,1725.4560047597352,2045.7629098745301,2136.37585836624,2240.0584455251956,2453.4043411402868,0.081,0.04763900182624016
15,2.0,1000.0,1000,1273.4611470013363,1457.7485728733816,1568.3277677349242,1624.2161868092137,1641.9373482934502,1683.5573190678028,1692.447566443227,1780.2737327203015,1785.3646961668915,1953.1656977467567,2017.7639173533507,2064.8409798976927,2305.4710709436176,2446.2439317726185,2640.218589738838,0.111,0.03374186882114391
15,2.0,1000.0,1000,1137.1292808044295,1251.368441005995,1294.476561141248,1499.8338559253903,1518.905764746578,1803.3396552453337,1848.5434629851297,1894.8566878458732,1984.770990025589,2075.6204661604397,2254.9093034796265,2378.59197723594,2409.0527231873925,2622.9003795143663,2766.728960476431,0.191,0.031098464439799176
15,2.0,1000.0,1000,1261.389647894023,1347.8624035657172,1577.4265943442979,1652.4689926637109,1671.2901868281417,1774.0139102706653,1839.1421828058456,1916.2412143093095,1976.041107561161,2018.9015958164337,2072.5497735890885,2312.8939657442133,2320.542809035571,2482.3702442779113,3001.545535129507,0.181,0.003229179488070985
15,2.0,1000.0,1000,1098.9054318019423,1125.8827001851228,1162.238168102036,1406.0239020854015,1543.6966050845735,1558.846647055861,1562.3150753265736,1778.0218626261587,1816.8413637919516,1856.7448250647276,1920.2930511845934,2062.734090822495,2068.5213429206156,2085.0990296056416,2203.141168595629,0.211,0.02136309106356696
15,2.0,1000.0,1000,1166.2827521844226,1484.7248202244027,1485.8194582535734,1703.4132960664506,1759.3100385524901,1791.5650125980023,1858.3059082374962,1879.9874465177263,1946.5219457567625,2000.9892483776075,2060.0708413454377,2190.5621814217184,2290.8495523500515,2403.6782457718436,3252.813225632454,0.441,0.003968919053758551
15,2.0,1000.0,1000,1180.0087575750492,1191.7979887057734,1447.6114268734066,1459.6766371108008,1619.5975883185301,1780.24588038515,1841.1417781558464,1861.0127029289902,1868.773141765837,1920.1503843762398,1978.1461788698289,2086.157719936574,2087.362400203781,2488.272733109968,2986.539480858858,0.181,0.0013756379225257852
15,2.0,1000.0,1000,1121.5925241369134,1127.1840657417983,1417.2070114297687,1564.5434374683932,1638.700953151975,1735.6524779540428,1776.5536531339244,1838.9168921701134,1965.8519264844779,2085.3836755935863,2126.111917254873,2177.8346983888027,2309.4528945485145,2362.2309869689693,3237.5781035526666,0.401,0.02157941419338321
15,2.0,1000.0,1000,1445.4090971231126,1559.7360874622066,1665.9214762613205,1689.4923404656743,1808.9031928594877,1890.4712615619621,1894.4680988457017,1909.0855795433863,1972.4260385841035,2005.0629379059483,2014.2268681958358,2057.3480162244787,2081.5022903339095,2243.311634938404,2641.1149729759622,0.101,0.16418044599440756
15,2.0,1000.0,1000,1179.8359593191976,1400.5667785267158,1416.371159208487,1614.064149008374,1695.930279776905,1742.6488423207134,1791.822962561267,1864.5406571354165,1882.772923352234,1944.7926881666538,1985.6102399991105,2218.8086316405997,2296.0435814707657,2490.7678189642297,2901.481850845206,0.331,0.00018160057179570356
15,2.0,1000.0,1000,1438.5117663517387,1468.2866085121857,1484.0944219726764,1707.0400688595703,1723.318475042636,1856.4949682904848,1969.7014388113598,1987.8366687991147,2079.519201736518,2187.575864744221,2208.670967863517,2231.2054950253887,2303.7509835546834,2741.409709250097,2772.5309275320114,0.021,0.03751849776762111
15,2.0,1000.0,1000,1162.526642288493,1253.1690288270856,1340.0232136999628,1558.33476252249,1636.383134502685,1637.6971547959586,1641.1664979218067,1672.8213452357172,1745.734067457343,1783.2395309679573,2107.832548809861,2150.3703915964406,2196.6387583560922,2363.2052124053,2467.0077899112052,0.151,0.00653172584419897
15,2.0,1000.0,1000,1139.8663366107287,1236.64655561955,1470.7951584335312,1473.67601422087,1485.6679014928109,1491.01672428155,1703.0609285636283,1739.8857692393121,1958.7358222032435,1968.9767238758373,2026.6735595788728,2052.7902182376565,2339.7227598631753,2715.71917222315,2798.7725100753414,0.061,0.006818751462948049
15,2.0,1000.0,1000,1123.0863463243388,1183.2650027331636,1187.1185316768767,1432.6443199015196,1560.7048194727129,1625.966134198457,1627.082936306053,1818.0581381450622,1986.5853914983763,2006.6102733288387,2008.8289907410715,2053.0593368045797,2220.21659273183,2373.8543875817213,2629.3988906086606,0.151,0.010756193287580994
15,2.0,1000.0,1000,1051.301770486013,1311.229103081252,1752.8055642558243,1830.12525095606,2074.5031591406405,2104.1145814763577,2108.5448052647225,2112.896864652065,2128.605478675609,2251.4735808443074,2605.0526996141252,2761.6832345607527,3052.0238389554524,3126.349515623947,3622.159449392261,0.781,0.1116336936073494
15,2.0,1000.0,1000,1211.8105118511946,1245.7769639885673,1348.9479036308496,1541.159950467599,1571.876309135279,1577.3405578180434,1647.4957340699475,1818.2864793068713,1964.25566395939,2095.4148855068543,2201.704396645609,2220.571043608339,2375.9419870858605,2478.9804075363045,2482.5819787887303,0.031,0.0009927399811482589
15,2.0,1000.0,1000,1307.8582130782852,1411.3682770588853,1468.2122526449602,1752.910790993396,1783.924172291062,1815.1447483816373,1819.6788754411023,1904.2409846733394,1983.5383891364327,1983.5827698459525,2222.689814328919,2241.726242289003,2273.2316554898466,2348.297135530304,2741.8968469318606,0.201,0.017118221240111847
15,2.0,1000.0,1000,1203.7232624931971,1445.8285332063788,1497.2762650144298,1528.608721842073,1548.5466360934754,1591.7223861059215,1612.1555849825668,1776.26406418328,1905.2392141041735,1916.7270045662335,1962.5842867943825,2117.897306076974,2124.063333222184,2149.0468961697998,2169.6238820971353,0.291,0.06964654449974038
15,2.0,1000.0,1000,1127.4302470854755,1364.4551554799355,1422.2455234352276,1525.4914221452486,1640.618511109452,1731.517555998597,1779.526848168271,1929.3762192252266,1932.065950740458,1995.8092150427972,2140.3972244627435,2195.2274178080083,2319.830011818818,2333.9754801439294,2613.4836407635144,0.531,0.00044416956383139673
15,2.0,1000.0,1000,1313.3338215359724,1350.8899004834925,1359.4395452890049,1451.8545769108355,1786.669706927812,1791.622411411292,1814.6255284751396,1830.976580979558,1834.7173213252681,1896.4597107827458,2170.036882877234,2205.658908912276,2234.729071922986,2293.5678760885357,2601.2831064237166,0.101,0.024356652473903014
15,2.0,1000.0,1000,1165.5636801976032,1371.0618718498538,1427.6613068576569,1601.927231683485,1735.3437661103526,1809.5567536934882,1836.8112480798507,1969.0811043229626,2108.3328325541706,2152.556583611116,2158.7323474351147,2199.583443994354,2277.4926990970034,2379.885998757749,2409.957137137244,0.461,0.0008098693095942793
15,2.0,1000.0,1000,1228.1922254291326,1406.5758424567694,1525.0133208192701,1545.3574730533442,1609.4875572622502,1727.2096757518514,1766.6853133269806,1770.399048607493,1854.5810769320046,1963.1380218342142,1974.0785636980795,1985.9374257129596,2044.7094802486695,2056.9549375352735,2249.8887386430815,0.361,0.07996268390610084
15,2.0,1000.0,1000,1182.3766943709252,1316.0379331682525,1478.6780034644266,1754.242535665015,1775.4443970394673,1839.2549748767597,1948.6218000955125,1968.8131349478044,2087.7566557588752,2175.542185226248,2280.8648218584676,2461.8532699918833,2601.1734475366816,2679.856060014402,2702.8156781157622,0.571,0.02546635822627179
15,2.0,1000.0,1000,1094.1724299576176,1230.34776989982,1365.8526280952296,1441.224163766968,1486.8519185390414,1573.3257379093177,1619.239717894964,1655.806352010436,1862.6014716497175,1984.5731938159463,2116.980933295139,2118.9539485436544,2261.034683819269,2287.4684637952905,2292.600428818896,0.201,0.008731371982549283
15,2.0,1000.0,1000,1204.0316607948305,1241.890604801116,1304.6986775273192,1384.2826606140297,1739.5224853521745,1794.8440061622214,1797.5302445798168,1992.4893608697016,2079.5281320547274,2173.7904443158823,2243.4256978184876,2316.772111982388,2745.8989206091255,3012.454530446774,3126.8536141545296,0.061,0.04760769371421193
15,2.0,1000.0,1000,1074.3771847384432,1234.9567596903773,1392.5838533678505,1500.7579652366103,1600.2546925281495,1854.8799607320357,1929.2961997005066,2066.9037280645675,2130.386381205335,2198.953718917818,2253.916814838316,2273.3976334727963,2507.2537828964396,2763.941658954228,3026.284020406729,0.941,0.07933595401685135
15,2.0,1000.0,1000,1137.9352492142332,1175.5635558067052,1464.8710695802633,1705.8368169214395,1711.07694955022,1808.3667006760957,1845.81888246534,1995.4378711098548,2001.9218394876661,2053.4944932574517,2115.252517318558,2253.1554580939205,2525.651666658689,2553.031687420158,2888.195847933149,0.641,0.012268240981717974
15,2.0,1000.0,1000,1247.7567158784718,1378.455370219764,1398.8269529032837,1419.3164491214616,1700.963642029386,1752.681727819319,1834.9118769377194,1874.57642178899,2071.980998498321,2131.608651252166,2135.1687784569103,2220.4026967638697,2292.3702570946753,2392.9746677205862,2809.385262016858,0.081,0.0006995632680995445
